장르,예매액,예매수,총티켓판매수,취소수,예매액비중,가격대,year,month,shcate
대중음악,0,0,0,0,0.0,0원,2014,1,CCCD
대중음악,0,0,0,0,0.0,3만원미만,2014,1,CCCD
대중음악,0,0,0,0,0.0,3만원이상~5만원미만,2014,1,CCCD
대중음악,0,0,0,0,0.0,5만원이상~7만원미만,2014,1,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2014,1,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2014,1,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,1,CCCD
뮤지컬,0,35197,31906,3291,74.3,0원,2014,1,GGGA
뮤지컬,64207,3971,3669,302,8.5,3만원미만,2014,1,GGGA
뮤지컬,111013,3380,2929,451,6.8,3만원이상~5만원미만,2014,1,GGGA
뮤지컬,117629,2759,2121,638,4.9,5만원이상~7만원미만,2014,1,GGGA
뮤지컬,146958,4828,1913,2915,4.5,7만원이상~10만원미만,2014,1,GGGA
뮤지컬,49324,1338,420,918,1.0,10만원이상~15만원미만,2014,1,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,1,GGGA
연극,0,5004,4760,244,48.3,0원,2014,1,AAAA
연극,61472,4952,4559,393,46.3,3만원미만,2014,1,AAAA
연극,20656,1534,545,989,5.5,3만원이상~5만원미만,2014,1,AAAA
연극,0,2228,0,2245,0.0,5만원이상~7만원미만,2014,1,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2014,1,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,1,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,1,AAAA
대중음악,0,714,684,30,80.4,0원,2014,2,CCCD
대중음악,0,0,0,0,0.0,3만원미만,2014,2,CCCD
대중음악,1524,55,38,17,4.5,3만원이상~5만원미만,2014,2,CCCD
대중음악,3696,62,60,2,7.1,5만원이상~7만원미만,2014,2,CCCD
대중음악,5676,116,64,52,7.5,7만원이상~10만원미만,2014,2,CCCD
대중음악,605,7,5,2,0.6,10만원이상~15만원미만,2014,2,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,2,CCCD
뮤지컬,0,8006,7899,107,38.1,0원,2014,2,GGGA
뮤지컬,92838,5385,4918,467,23.7,3만원미만,2014,2,GGGA
뮤지컬,64167,2423,1926,497,9.3,3만원이상~5만원미만,2014,2,GGGA
뮤지컬,141830,3949,2543,1406,12.3,5만원이상~7만원미만,2014,2,GGGA
뮤지컬,233540,11073,2992,8081,14.4,7만원이상~10만원미만,2014,2,GGGA
뮤지컬,51413,2389,441,1948,2.1,10만원이상~15만원미만,2014,2,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,2,GGGA
연극,0,9891,7587,2304,52.3,0원,2014,2,AAAA
연극,77276,6388,5659,729,39.0,3만원미만,2014,2,AAAA
연극,38195,1238,1067,171,7.4,3만원이상~5만원미만,2014,2,AAAA
연극,10150,224,203,21,1.4,5만원이상~7만원미만,2014,2,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2014,2,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,2,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,2,AAAA
대중음악,0,44,33,11,2.8,0원,2014,3,CCCD
대중음악,9946,737,570,167,48.1,3만원미만,2014,3,CCCD
대중음악,10471,351,279,72,23.5,3만원이상~5만원미만,2014,3,CCCD
대중음악,12769,279,224,55,18.9,5만원이상~7만원미만,2014,3,CCCD
대중음악,6653,106,79,27,6.7,7만원이상~10만원미만,2014,3,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2014,3,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,3,CCCD
뮤지컬,0,3334,3264,70,60.4,0원,2014,3,GGGA
뮤지컬,34608,2113,1682,431,31.1,3만원미만,2014,3,GGGA
뮤지컬,14817,831,403,428,7.5,3만원이상~5만원미만,2014,3,GGGA
뮤지컬,3056,98,52,46,1.0,5만원이상~7만원미만,2014,3,GGGA
뮤지컬,400,44,5,39,0.1,7만원이상~10만원미만,2014,3,GGGA
뮤지컬,0,0,0,0,0.0,10만원이상~15만원미만,2014,3,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,3,GGGA
연극,0,8975,8038,937,31.6,0원,2014,3,AAAA
연극,168197,16587,13395,3192,52.6,3만원미만,2014,3,AAAA
연극,88155,2974,2352,622,9.2,3만원이상~5만원미만,2014,3,AAAA
연극,75961,1694,1339,355,5.3,5만원이상~7만원미만,2014,3,AAAA
연극,24020,390,343,47,1.4,7만원이상~10만원미만,2014,3,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,3,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,3,AAAA
대중음악,0,56,49,7,2.4,0원,2014,4,CCCD
대중음악,14131,943,798,145,39.8,3만원미만,2014,4,CCCD
대중음악,11432,346,277,69,13.8,3만원이상~5만원미만,2014,4,CCCD
대중음악,13350,262,228,34,11.4,5만원이상~7만원미만,2014,4,CCCD
대중음악,51234,710,606,104,30.2,7만원이상~10만원미만,2014,4,CCCD
대중음악,5170,53,47,6,2.3,10만원이상~15만원미만,2014,4,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,4,CCCD
뮤지컬,0,2048,1772,276,90.0,0원,2014,4,GGGA
뮤지컬,2192,239,188,51,9.6,3만원미만,2014,4,GGGA
뮤지컬,270,9,8,1,0.4,3만원이상~5만원미만,2014,4,GGGA
뮤지컬,50,1,1,0,0.1,5만원이상~7만원미만,2014,4,GGGA
뮤지컬,0,0,0,0,0.0,7만원이상~10만원미만,2014,4,GGGA
뮤지컬,0,0,0,0,0.0,10만원이상~15만원미만,2014,4,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,4,GGGA
연극,0,6343,5007,1336,26.9,0원,2014,4,AAAA
연극,148217,13625,9926,3699,53.3,3만원미만,2014,4,AAAA
연극,113304,6576,3354,3222,18.0,3만원이상~5만원미만,2014,4,AAAA
연극,15950,633,319,314,1.7,5만원이상~7만원미만,2014,4,AAAA
연극,70,1,1,0,0.0,7만원이상~10만원미만,2014,4,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,4,AAAA
연극,8000,3,1,2,0.0,15만원이상,2014,4,AAAA
대중음악,0,0,0,0,0.0,0원,2014,5,CCCD
대중음악,3476,238,196,42,12.4,3만원미만,2014,5,CCCD
대중음악,512,18,11,7,0.7,3만원이상~5만원미만,2014,5,CCCD
대중음악,3163,81,49,32,3.1,5만원이상~7만원미만,2014,5,CCCD
대중음악,16863,324,187,137,11.8,7만원이상~10만원미만,2014,5,CCCD
대중음악,149303,1988,1142,846,72.1,10만원이상~15만원미만,2014,5,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,5,CCCD
뮤지컬,0,9781,8840,941,83.1,0원,2014,5,GGGA
뮤지컬,15757,1471,1285,186,12.1,3만원미만,2014,5,GGGA
뮤지컬,11974,545,328,217,3.1,3만원이상~5만원미만,2014,5,GGGA
뮤지컬,9177,394,155,239,1.5,5만원이상~7만원미만,2014,5,GGGA
뮤지컬,2224,226,28,198,0.3,7만원이상~10만원미만,2014,5,GGGA
뮤지컬,0,0,0,0,0.0,10만원이상~15만원미만,2014,5,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,5,GGGA
연극,0,4562,3090,1472,28.0,0원,2014,5,AAAA
연극,89302,7298,5910,1388,53.5,3만원미만,2014,5,AAAA
연극,58544,2095,1654,441,15.0,3만원이상~5만원미만,2014,5,AAAA
연극,18945,427,364,63,3.3,5만원이상~7만원미만,2014,5,AAAA
연극,1750,32,25,7,0.2,7만원이상~10만원미만,2014,5,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,5,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,5,AAAA
대중음악,0,200,194,6,16.8,0원,2014,6,CCCD
대중음악,1518,70,62,8,5.4,3만원미만,2014,6,CCCD
대중음악,17424,556,464,92,40.2,3만원이상~5만원미만,2014,6,CCCD
대중음악,15359,315,266,49,23.1,5만원이상~7만원미만,2014,6,CCCD
대중음악,12697,194,168,26,14.6,7만원이상~10만원미만,2014,6,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2014,6,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,6,CCCD
뮤지컬,0,2389,2203,186,49.8,0원,2014,6,GGGA
뮤지컬,25683,2393,2194,199,49.6,3만원미만,2014,6,GGGA
뮤지컬,70,11,2,9,0.1,3만원이상~5만원미만,2014,6,GGGA
뮤지컬,670,27,12,15,0.3,5만원이상~7만원미만,2014,6,GGGA
뮤지컬,504,13,6,7,0.1,7만원이상~10만원미만,2014,6,GGGA
뮤지컬,494,5,4,1,0.1,10만원이상~15만원미만,2014,6,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,6,GGGA
연극,0,3008,1774,1234,19.9,0원,2014,6,AAAA
연극,60354,4667,3784,883,42.5,3만원미만,2014,6,AAAA
연극,99278,3550,2701,849,30.3,3만원이상~5만원미만,2014,6,AAAA
연극,29643,726,542,184,6.1,5만원이상~7만원미만,2014,6,AAAA
연극,7430,122,106,16,1.2,7만원이상~10만원미만,2014,6,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,6,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,6,AAAA
대중음악,0,0,0,0,0.0,0원,2014,7,CCCD
대중음악,0,0,0,0,0.0,3만원미만,2014,7,CCCD
대중음악,0,0,0,0,0.0,3만원이상~5만원미만,2014,7,CCCD
대중음악,0,0,0,0,0.0,5만원이상~7만원미만,2014,7,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2014,7,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2014,7,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,7,CCCD
뮤지컬,0,12970,12431,539,50.5,0원,2014,7,GGGA
뮤지컬,46217,3791,3485,306,14.1,3만원미만,2014,7,GGGA
뮤지컬,41473,1995,1031,964,4.2,3만원이상~5만원미만,2014,7,GGGA
뮤지컬,78798,6484,1401,5083,5.7,5만원이상~7만원미만,2014,7,GGGA
뮤지컬,228443,8537,2795,5742,11.3,7만원이상~10만원미만,2014,7,GGGA
뮤지컬,438674,14736,3498,11238,14.2,10만원이상~15만원미만,2014,7,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,7,GGGA
연극,0,3867,3116,751,31.2,0원,2014,7,AAAA
연극,86229,7189,5719,1470,57.2,3만원미만,2014,7,AAAA
연극,37066,1325,1017,308,10.2,3만원이상~5만원미만,2014,7,AAAA
연극,7500,166,150,16,1.5,5만원이상~7만원미만,2014,7,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2014,7,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,7,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,7,AAAA
대중음악,0,17,13,4,0.9,0원,2014,8,CCCD
대중음악,0,0,0,0,0.0,3만원미만,2014,8,CCCD
대중음악,0,0,0,0,0.0,3만원이상~5만원미만,2014,8,CCCD
대중음악,20520,344,342,2,22.4,5만원이상~7만원미만,2014,8,CCCD
대중음악,14560,182,182,0,11.9,7만원이상~10만원미만,2014,8,CCCD
대중음악,103680,991,990,1,64.8,10만원이상~15만원미만,2014,8,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,8,CCCD
뮤지컬,0,15541,15049,492,54.2,0원,2014,8,GGGA
뮤지컬,28390,1882,1758,124,6.3,3만원미만,2014,8,GGGA
뮤지컬,71633,2484,1826,658,6.6,3만원이상~5만원미만,2014,8,GGGA
뮤지컬,146740,8635,2542,6093,9.2,5만원이상~7만원미만,2014,8,GGGA
뮤지컬,259952,10622,3213,7409,11.6,7만원이상~10만원미만,2014,8,GGGA
뮤지컬,425065,20345,3403,16942,12.2,10만원이상~15만원미만,2014,8,GGGA
뮤지컬,336,2,1,1,0.0,15만원이상,2014,8,GGGA
연극,0,5613,4668,945,30.0,0원,2014,8,AAAA
연극,117558,11371,7638,3733,49.1,3만원미만,2014,8,AAAA
연극,97422,3235,2826,409,18.2,3만원이상~5만원미만,2014,8,AAAA
연극,22050,519,441,78,2.8,5만원이상~7만원미만,2014,8,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2014,8,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,8,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,8,AAAA
대중음악,0,226,170,56,14.9,0원,2014,9,CCCD
대중음악,4501,994,644,350,56.5,3만원미만,2014,9,CCCD
대중음악,12302,361,307,54,26.9,3만원이상~5만원미만,2014,9,CCCD
대중음악,1135,26,19,7,1.7,5만원이상~7만원미만,2014,9,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2014,9,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2014,9,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,9,CCCD
뮤지컬,0,248,248,0,5.6,0원,2014,9,GGGA
뮤지컬,825,41,33,8,0.7,3만원미만,2014,9,GGGA
뮤지컬,17671,630,432,198,9.7,3만원이상~5만원미만,2014,9,GGGA
뮤지컬,49641,3411,834,2577,18.8,5만원이상~7만원미만,2014,9,GGGA
뮤지컬,141966,5145,1786,3359,40.2,7만원이상~10만원미만,2014,9,GGGA
뮤지컬,139973,6760,1115,5645,25.1,10만원이상~15만원미만,2014,9,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,9,GGGA
연극,0,1589,1107,482,26.1,0원,2014,9,AAAA
연극,32376,3042,2433,609,57.4,3만원미만,2014,9,AAAA
연극,20106,682,584,98,13.8,3만원이상~5만원미만,2014,9,AAAA
연극,5700,138,114,24,2.7,5만원이상~7만원미만,2014,9,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2014,9,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,9,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,9,AAAA
대중음악,0,115,114,1,12.5,0원,2014,10,CCCD
대중음악,5399,1103,795,308,87.5,3만원미만,2014,10,CCCD
대중음악,0,0,0,0,0.0,3만원이상~5만원미만,2014,10,CCCD
대중음악,0,0,0,0,0.0,5만원이상~7만원미만,2014,10,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2014,10,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2014,10,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,10,CCCD
뮤지컬,0,545,496,49,4.5,0원,2014,10,GGGA
뮤지컬,65480,4374,3390,984,30.9,3만원미만,2014,10,GGGA
뮤지컬,213085,8340,4995,3345,45.6,3만원이상~5만원미만,2014,10,GGGA
뮤지컬,105521,2450,1791,659,16.3,5만원이상~7만원미만,2014,10,GGGA
뮤지컬,21710,375,287,88,2.6,7만원이상~10만원미만,2014,10,GGGA
뮤지컬,0,0,0,0,0.0,10만원이상~15만원미만,2014,10,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,10,GGGA
연극,0,10770,9489,1281,57.0,0원,2014,10,AAAA
연극,77281,6664,5189,1475,31.1,3만원미만,2014,10,AAAA
연극,65587,7793,1841,5952,11.1,3만원이상~5만원미만,2014,10,AAAA
연극,6710,1869,131,1738,0.8,5만원이상~7만원미만,2014,10,AAAA
연극,770,17,11,6,0.1,7만원이상~10만원미만,2014,10,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,10,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,10,AAAA
대중음악,0,568,561,7,33.8,0원,2014,11,CCCD
대중음악,6958,1372,1098,274,66.2,3만원미만,2014,11,CCCD
대중음악,0,0,0,0,0.0,3만원이상~5만원미만,2014,11,CCCD
대중음악,0,0,0,0,0.0,5만원이상~7만원미만,2014,11,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2014,11,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2014,11,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,11,CCCD
뮤지컬,0,396,351,45,5.8,0원,2014,11,GGGA
뮤지컬,61329,4355,3586,769,58.9,3만원미만,2014,11,GGGA
뮤지컬,47570,2216,1120,1096,18.4,3만원이상~5만원미만,2014,11,GGGA
뮤지컬,51056,1645,852,793,14.0,5만원이상~7만원미만,2014,11,GGGA
뮤지컬,14000,303,184,119,3.0,7만원이상~10만원미만,2014,11,GGGA
뮤지컬,0,0,0,0,0.0,10만원이상~15만원미만,2014,11,GGGA
뮤지컬,0,1,0,1,0.0,15만원이상,2014,11,GGGA
연극,0,6382,5052,1330,23.2,0원,2014,11,AAAA
연극,181141,14553,11272,3281,51.8,3만원미만,2014,11,AAAA
연극,169260,12385,4696,7689,21.6,3만원이상~5만원미만,2014,11,AAAA
연극,32677,11617,627,10990,2.9,5만원이상~7만원미만,2014,11,AAAA
연극,8550,151,121,30,0.6,7만원이상~10만원미만,2014,11,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,11,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,11,AAAA
대중음악,0,3251,3094,157,45.3,0원,2014,12,CCCD
대중음악,10876,1637,1222,415,17.9,3만원미만,2014,12,CCCD
대중음악,22916,757,574,183,8.4,3만원이상~5만원미만,2014,12,CCCD
대중음악,31583,861,567,294,8.3,5만원이상~7만원미만,2014,12,CCCD
대중음악,93955,1509,1157,352,17.0,7만원이상~10만원미만,2014,12,CCCD
대중음악,23020,434,212,222,3.1,10만원이상~15만원미만,2014,12,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2014,12,CCCD
뮤지컬,0,1956,1546,410,14.3,0원,2014,12,GGGA
뮤지컬,18771,1202,938,264,8.7,3만원미만,2014,12,GGGA
뮤지컬,25285,829,623,206,5.8,3만원이상~5만원미만,2014,12,GGGA
뮤지컬,75930,1724,1326,398,12.3,5만원이상~7만원미만,2014,12,GGGA
뮤지컬,270059,5372,3043,2329,28.2,7만원이상~10만원미만,2014,12,GGGA
뮤지컬,380293,7639,3317,4322,30.7,10만원이상~15만원미만,2014,12,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2014,12,GGGA
연극,0,8344,7313,1031,21.1,0원,2014,12,AAAA
연극,246984,17826,15467,2359,44.6,3만원미만,2014,12,AAAA
연극,374575,14738,10262,4476,29.6,3만원이상~5만원미만,2014,12,AAAA
연극,65754,8721,1258,7463,3.6,5만원이상~7만원미만,2014,12,AAAA
연극,26460,574,378,196,1.1,7만원이상~10만원미만,2014,12,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2014,12,AAAA
연극,0,0,0,0,0.0,15만원이상,2014,12,AAAA
대중음악,0,50,32,18,58.2,0원,2015,1,CCCD
대중음악,86,13,9,4,16.4,3만원미만,2015,1,CCCD
대중음악,220,8,5,3,9.1,3만원이상~5만원미만,2015,1,CCCD
대중음악,545,9,9,0,16.4,5만원이상~7만원미만,2015,1,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2015,1,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2015,1,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,1,CCCD
뮤지컬,0,16929,15487,1442,50.5,0원,2015,1,GGGA
뮤지컬,59342,3425,3098,327,10.1,3만원미만,2015,1,GGGA
뮤지컬,169805,5007,4417,590,14.4,3만원이상~5만원미만,2015,1,GGGA
뮤지컬,97775,2195,1718,477,5.6,5만원이상~7만원미만,2015,1,GGGA
뮤지컬,315395,11179,3735,7444,12.2,7만원이상~10만원미만,2015,1,GGGA
뮤지컬,254274,11141,2225,8916,7.3,10만원이상~15만원미만,2015,1,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,1,GGGA
연극,0,13181,10396,2785,34.2,0원,2015,1,AAAA
연극,223476,16380,15163,1217,49.9,3만원미만,2015,1,AAAA
연극,148324,8188,4139,4049,13.6,3만원이상~5만원미만,2015,1,AAAA
연극,29575,3827,551,3276,1.8,5만원이상~7만원미만,2015,1,AAAA
연극,9170,223,131,92,0.4,7만원이상~10만원미만,2015,1,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,1,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,1,AAAA
대중음악,0,20,20,0,71.4,0원,2015,2,CCCD
대중음악,56,10,8,2,28.6,3만원미만,2015,2,CCCD
대중음악,0,0,0,0,0.0,3만원이상~5만원미만,2015,2,CCCD
대중음악,0,0,0,0,0.0,5만원이상~7만원미만,2015,2,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2015,2,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2015,2,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,2,CCCD
뮤지컬,0,12028,10892,1136,52.7,0원,2015,2,GGGA
뮤지컬,46068,3249,2803,446,13.6,3만원미만,2015,2,GGGA
뮤지컬,63979,2047,1768,279,8.6,3만원이상~5만원미만,2015,2,GGGA
뮤지컬,82663,1839,1363,476,6.6,5만원이상~7만원미만,2015,2,GGGA
뮤지컬,220267,6766,2604,4162,12.6,7만원이상~10만원미만,2015,2,GGGA
뮤지컬,138670,5916,1231,4685,6.0,10만원이상~15만원미만,2015,2,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,2,GGGA
연극,0,13002,9042,3960,39.1,0원,2015,2,AAAA
연극,154001,22792,11348,11444,49.0,3만원미만,2015,2,AAAA
연극,83837,4944,2338,2606,10.1,3만원이상~5만원미만,2015,2,AAAA
연극,21448,2198,421,1777,1.8,5만원이상~7만원미만,2015,2,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2015,2,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,2,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,2,AAAA
대중음악,0,541,473,68,20.8,0원,2015,3,CCCD
대중음악,3547,215,180,35,7.9,3만원미만,2015,3,CCCD
대중음악,12466,405,346,59,15.2,3만원이상~5만원미만,2015,3,CCCD
대중음악,27607,515,454,61,20.0,5만원이상~7만원미만,2015,3,CCCD
대중음악,37250,495,445,50,19.6,7만원이상~10만원미만,2015,3,CCCD
대중음악,43011,403,374,29,16.5,10만원이상~15만원미만,2015,3,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,3,CCCD
뮤지컬,0,7994,5814,2180,32.3,0원,2015,3,GGGA
뮤지컬,121191,8948,8054,894,44.8,3만원미만,2015,3,GGGA
뮤지컬,60330,2102,1834,268,10.2,3만원이상~5만원미만,2015,3,GGGA
뮤지컬,40754,826,688,138,3.8,5만원이상~7만원미만,2015,3,GGGA
뮤지컬,110924,5390,1401,3989,7.8,7만원이상~10만원미만,2015,3,GGGA
뮤지컬,20077,278,183,95,1.0,10만원이상~15만원미만,2015,3,GGGA
뮤지컬,3165,1,1,0,0.0,15만원이상,2015,3,GGGA
연극,0,9422,7946,1476,27.1,0원,2015,3,AAAA
연극,220911,23671,18714,4957,63.7,3만원미만,2015,3,AAAA
연극,84527,3275,2374,901,8.1,3만원이상~5만원미만,2015,3,AAAA
연극,15830,472,313,159,1.1,5만원이상~7만원미만,2015,3,AAAA
연극,630,32,9,23,0.0,7만원이상~10만원미만,2015,3,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,3,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,3,AAAA
대중음악,0,100,89,11,3.6,0원,2015,4,CCCD
대중음악,2910,121,120,1,4.8,3만원미만,2015,4,CCCD
대중음악,6103,173,147,26,5.9,3만원이상~5만원미만,2015,4,CCCD
대중음악,11770,252,217,35,8.7,5만원이상~7만원미만,2015,4,CCCD
대중음악,63000,855,779,76,31.4,7만원이상~10만원미만,2015,4,CCCD
대중음악,150933,1586,1130,456,45.5,10만원이상~15만원미만,2015,4,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,4,CCCD
뮤지컬,0,6359,4744,1615,20.0,0원,2015,4,GGGA
뮤지컬,222260,20337,17255,3082,72.8,3만원미만,2015,4,GGGA
뮤지컬,56162,1754,1673,81,7.1,3만원이상~5만원미만,2015,4,GGGA
뮤지컬,1615,338,30,308,0.1,5만원이상~7만원미만,2015,4,GGGA
뮤지컬,140,2,2,0,0.0,7만원이상~10만원미만,2015,4,GGGA
뮤지컬,140,1,1,0,0.0,10만원이상~15만원미만,2015,4,GGGA
뮤지컬,3000,1,1,0,0.0,15만원이상,2015,4,GGGA
연극,0,13305,11225,2080,41.2,0원,2015,4,AAAA
연극,189334,16525,13724,2801,50.3,3만원미만,2015,4,AAAA
연극,73758,4317,2125,2192,7.8,3만원이상~5만원미만,2015,4,AAAA
연극,9620,286,191,95,0.7,5만원이상~7만원미만,2015,4,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2015,4,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,4,AAAA
연극,0,0,0,0,0.0,15만원이상,2015,4,AAAA
대중음악,0,46,32,14,40.5,0원,2015,5,CCCD
대중음악,133,16,16,0,20.3,3만원미만,2015,5,CCCD
대중음악,473,26,12,14,15.2,3만원이상~5만원미만,2015,5,CCCD
대중음악,1178,27,19,8,24.1,5만원이상~7만원미만,2015,5,CCCD
대중음악,0,0,0,0,0.0,7만원이상~10만원미만,2015,5,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2015,5,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,5,CCCD
뮤지컬,0,10579,9570,1009,22.3,0원,2015,5,GGGA
뮤지컬,375511,28949,26272,2677,61.3,3만원미만,2015,5,GGGA
뮤지컬,178510,5722,4992,730,11.6,3만원이상~5만원미만,2015,5,GGGA
뮤지컬,90749,2124,1542,582,3.6,5만원이상~7만원미만,2015,5,GGGA
뮤지컬,29953,625,401,224,0.9,7만원이상~10만원미만,2015,5,GGGA
뮤지컬,12140,282,111,171,0.3,10만원이상~15만원미만,2015,5,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,5,GGGA
연극,0,15542,13365,2177,35.1,0원,2015,5,AAAA
연극,312965,24340,21799,2541,57.2,3만원미만,2015,5,AAAA
연극,98250,8847,2735,6112,7.2,3만원이상~5만원미만,2015,5,AAAA
연극,9800,278,185,93,0.5,5만원이상~7만원미만,2015,5,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2015,5,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2015,5,AAAA
연극,1385,2,2,0,0.0,15만원이상,2015,5,AAAA
대중음악,0,1085,1082,3,48.3,0원,2015,6,CCCD
대중음악,2033,211,207,4,9.2,3만원미만,2015,6,CCCD
대중음악,2415,75,73,2,3.3,3만원이상~5만원미만,2015,6,CCCD
대중음악,22385,407,407,0,18.2,5만원이상~7만원미만,2015,6,CCCD
대중음악,36344,472,472,0,21.1,7만원이상~10만원미만,2015,6,CCCD
대중음악,0,0,0,0,0.0,10만원이상~15만원미만,2015,6,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2015,6,CCCD
뮤지컬,0,4415,3646,769,37.0,0원,2015,6,GGGA
뮤지컬,50799,12644,3616,9028,36.7,3만원미만,2015,6,GGGA
뮤지컬,39769,1625,1096,529,11.1,3만원이상~5만원미만,2015,6,GGGA
뮤지컬,32194,2565,566,1999,5.8,5만원이상~7만원미만,2015,6,GGGA
뮤지컬,29839,538,351,187,3.6,7만원이상~10만원미만,2015,6,GGGA
뮤지컬,63194,632,571,61,5.8,10만원이상~15만원미만,2015,6,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2015,6,GGGA
연극,0,6139,5003,1136,31.1,0원,2015,6,AAAA
연극,125696,12170,10400,1770,64.6,3만원미만,2015,6,AAAA
