장르,예매액,예매수,총티켓판매수,취소수,예매액비중,가격대,year,month,shcate
뮤지컬,6413057,246673,166650,80023,27.8,3만원이상~5만원미만,2022,6,GGGA
뮤지컬,2610499,91546,44269,47277,7.4,5만원이상~7만원미만,2022,6,GGGA
뮤지컬,3227136,77446,40423,37023,6.7,7만원이상~10만원미만,2022,6,GGGA
뮤지컬,10974808,190195,91394,98801,15.2,10만원이상~15만원미만,2022,6,GGGA
뮤지컬,7908782,93566,52657,40909,8.8,15만원이상,2022,6,GGGA
연극,0,55698,31588,24110,14.5,0원,2022,6,AAAA
연극,2007256,181067,159037,22030,72.8,3만원미만,2022,6,AAAA
연극,670487,27124,18802,8322,8.6,3만원이상~5만원미만,2022,6,AAAA
연극,328260,7800,5303,2497,2.4,5만원이상~7만원미만,2022,6,AAAA
연극,295633,5815,3796,2019,1.7,7만원이상~10만원미만,2022,6,AAAA
연극,0,8,0,8,0.0,10만원이상~15만원미만,2022,6,AAAA
연극,5200,2,2,0,0.0,15만원이상,2022,6,AAAA
대중음악,0,45560,25857,19703,5.1,0원,2022,7,CCCD
대중음악,149467,14129,10311,3818,2.0,3만원미만,2022,7,CCCD
대중음악,242433,10073,6534,3539,1.3,3만원이상~5만원미만,2022,7,CCCD
대중음악,822338,21680,13360,8320,2.6,5만원이상~7만원미만,2022,7,CCCD
대중음악,2028000,40688,23348,17340,4.6,7만원이상~10만원미만,2022,7,CCCD
대중음악,46910830,508448,353211,155237,69.1,10만원이상~15만원미만,2022,7,CCCD
대중음악,12267267,99291,78209,21082,15.3,15만원이상,2022,7,CCCD
뮤지컬,0,244168,105097,139071,12.4,0원,2022,7,GGGA
뮤지컬,3070792,219259,165649,53610,19.5,3만원미만,2022,7,GGGA
뮤지컬,9864368,386096,257355,128741,30.3,3만원이상~5만원미만,2022,7,GGGA
뮤지컬,3667986,130191,62064,68127,7.3,5만원이상~7만원미만,2022,7,GGGA
뮤지컬,4823407,124625,60510,64115,7.1,7만원이상~10만원미만,2022,7,GGGA
뮤지컬,15215069,257369,126840,130529,14.9,10만원이상~15만원미만,2022,7,GGGA
뮤지컬,10888258,139215,72517,66698,8.5,15만원이상,2022,7,GGGA
연극,0,74760,40237,34523,14.4,0원,2022,7,AAAA
연극,2618808,234400,205486,28914,73.4,3만원미만,2022,7,AAAA
연극,878696,39230,24788,14442,8.9,3만원이상~5만원미만,2022,7,AAAA
연극,440257,17649,7378,10271,2.6,5만원이상~7만원미만,2022,7,AAAA
연극,165735,4737,2012,2725,0.7,7만원이상~10만원미만,2022,7,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2022,7,AAAA
연극,29270,4,3,1,0.0,15만원이상,2022,7,AAAA
대중음악,0,51249,30648,20601,6.4,0원,2022,8,CCCD
대중음악,210510,21750,16276,5474,3.4,3만원미만,2022,8,CCCD
대중음악,360162,14449,9519,4930,2.0,3만원이상~5만원미만,2022,8,CCCD
대중음악,812091,20990,13673,7317,2.8,5만원이상~7만원미만,2022,8,CCCD
대중음악,5067522,99138,55729,43409,11.6,7만원이상~10만원미만,2022,8,CCCD
대중음악,41041714,461655,310173,151482,64.5,10만원이상~15만원미만,2022,8,CCCD
대중음악,7165395,64959,45156,19803,9.4,15만원이상,2022,8,CCCD
뮤지컬,0,210632,66916,143716,9.9,0원,2022,8,GGGA
뮤지컬,2931051,209109,153837,55272,22.7,3만원미만,2022,8,GGGA
뮤지컬,9589739,372774,246038,126736,36.3,3만원이상~5만원미만,2022,8,GGGA
뮤지컬,2327949,90551,39714,50837,5.9,5만원이상~7만원미만,2022,8,GGGA
뮤지컬,3091545,80751,38266,42485,5.6,7만원이상~10만원미만,2022,8,GGGA
뮤지컬,11458619,203259,94830,108429,14.0,10만원이상~15만원미만,2022,8,GGGA
뮤지컬,5833113,81766,38679,43087,5.7,15만원이상,2022,8,GGGA
연극,0,68254,37371,30883,13.3,0원,2022,8,AAAA
연극,2425479,231694,200012,31682,71.1,3만원미만,2022,8,AAAA
연극,1116854,46114,29697,16417,10.6,3만원이상~5만원미만,2022,8,AAAA
연극,582424,15161,9768,5393,3.5,5만원이상~7만원미만,2022,8,AAAA
연극,378197,7172,4625,2547,1.6,7만원이상~10만원미만,2022,8,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2022,8,AAAA
연극,800,1,1,0,0.0,15만원이상,2022,8,AAAA
대중음악,0,118747,54873,63874,12.6,0원,2022,9,CCCD
대중음악,459740,49003,35507,13496,8.2,3만원미만,2022,9,CCCD
대중음악,855184,34973,21376,13597,4.9,3만원이상~5만원미만,2022,9,CCCD
대중음악,662362,20951,11356,9595,2.6,5만원이상~7만원미만,2022,9,CCCD
대중음악,5128055,77879,54519,23360,12.6,7만원이상~10만원미만,2022,9,CCCD
대중음악,27677653,339670,214732,124938,49.4,10만원이상~15만원미만,2022,9,CCCD
대중음악,6697569,53654,42192,11462,9.7,15만원이상,2022,9,CCCD
뮤지컬,0,114525,49585,64940,10.2,0원,2022,9,GGGA
뮤지컬,1332783,106015,80886,25129,16.6,3만원미만,2022,9,GGGA
뮤지컬,7266219,265824,185777,80047,38.1,3만원이상~5만원미만,2022,9,GGGA
뮤지컬,1867838,52222,31689,20533,6.5,5만원이상~7만원미만,2022,9,GGGA
뮤지컬,2836526,65944,34047,31897,7.0,7만원이상~10만원미만,2022,9,GGGA
뮤지컬,10365646,183410,83346,100064,17.1,10만원이상~15만원미만,2022,9,GGGA
뮤지컬,3342492,41826,21923,19903,4.5,15만원이상,2022,9,GGGA
연극,0,71332,34234,37098,15.3,0원,2022,9,AAAA
연극,1765075,174330,151063,23267,67.5,3만원미만,2022,9,AAAA
연극,1185791,53756,30236,23520,13.5,3만원이상~5만원미만,2022,9,AAAA
연극,394154,11456,6841,4615,3.1,5만원이상~7만원미만,2022,9,AAAA
연극,111019,2143,1346,797,0.6,7만원이상~10만원미만,2022,9,AAAA
연극,100,1,1,0,0.0,10만원이상~15만원미만,2022,9,AAAA
연극,3430,3,1,2,0.0,15만원이상,2022,9,AAAA
대중음악,0,223319,159428,63891,27.4,0원,2022,10,CCCD
대중음악,360623,71240,37670,33570,6.5,3만원미만,2022,10,CCCD
대중음악,459477,21260,12243,9017,2.1,3만원이상~5만원미만,2022,10,CCCD
대중음악,1806528,59524,34046,25478,5.9,5만원이상~7만원미만,2022,10,CCCD
대중음악,4458419,84772,50046,34726,8.6,7만원이상~10만원미만,2022,10,CCCD
대중음악,28011115,367166,219059,148107,37.6,10만원이상~15만원미만,2022,10,CCCD
대중음악,11337360,103379,69596,33783,12.0,15만원이상,2022,10,CCCD
뮤지컬,0,166245,73550,92695,11.3,0원,2022,10,GGGA
뮤지컬,2111146,160820,120686,40134,18.5,3만원미만,2022,10,GGGA
뮤지컬,8953575,340039,230620,109419,35.3,3만원이상~5만원미만,2022,10,GGGA
뮤지컬,2086265,58476,35644,22832,5.5,5만원이상~7만원미만,2022,10,GGGA
뮤지컬,4667859,88672,56332,32340,8.6,7만원이상~10만원미만,2022,10,GGGA
뮤지컬,12590251,183691,103435,80256,15.8,10만원이상~15만원미만,2022,10,GGGA
뮤지컬,5706381,57862,33314,24548,5.1,15만원이상,2022,10,GGGA
연극,0,94037,47401,46636,15.8,0원,2022,10,AAAA
연극,2353131,216814,187110,29704,62.5,3만원미만,2022,10,AAAA
연극,1611492,72151,41057,31094,13.7,3만원이상~5만원미만,2022,10,AAAA
연극,1212964,39145,20983,18162,7.0,5만원이상~7만원미만,2022,10,AAAA
연극,222214,4164,2752,1412,0.9,7만원이상~10만원미만,2022,10,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2022,10,AAAA
연극,17240,3,2,1,0.0,15만원이상,2022,10,AAAA
대중음악,0,69850,50467,19383,14.3,0원,2022,11,CCCD
대중음악,418343,34929,27697,7232,7.9,3만원미만,2022,11,CCCD
대중음악,327073,13845,8848,4997,2.5,3만원이상~5만원미만,2022,11,CCCD
대중음악,596973,16961,10020,6941,2.8,5만원이상~7만원미만,2022,11,CCCD
대중음악,4248033,93923,47183,46740,13.4,7만원이상~10만원미만,2022,11,CCCD
대중음악,23289749,316686,176031,140655,49.9,10만원이상~15만원미만,2022,11,CCCD
대중음악,5105632,51091,32694,18397,9.3,15만원이상,2022,11,CCCD
뮤지컬,0,187503,94888,92615,16.1,0원,2022,11,GGGA
뮤지컬,1910223,144143,109938,34205,18.6,3만원미만,2022,11,GGGA
뮤지컬,6294852,233775,160130,73645,27.1,3만원이상~5만원미만,2022,11,GGGA
뮤지컬,2013830,52872,34264,18608,5.8,5만원이상~7만원미만,2022,11,GGGA
뮤지컬,4250387,82259,50536,31723,8.6,7만원이상~10만원미만,2022,11,GGGA
뮤지컬,10380540,151850,86007,65843,14.6,10만원이상~15만원미만,2022,11,GGGA
뮤지컬,9975363,92056,55105,36951,9.3,15만원이상,2022,11,GGGA
연극,0,85199,44533,40666,16.9,0원,2022,11,AAAA
연극,1986857,200896,172261,28635,65.3,3만원미만,2022,11,AAAA
연극,1314757,58041,33523,24518,12.7,3만원이상~5만원미만,2022,11,AAAA
연극,723124,23258,12585,10673,4.8,5만원이상~7만원미만,2022,11,AAAA
연극,71275,1302,881,421,0.3,7만원이상~10만원미만,2022,11,AAAA
연극,100,1,1,0,0.0,10만원이상~15만원미만,2022,11,AAAA
연극,10373,3,2,1,0.0,15만원이상,2022,11,AAAA
대중음악,0,173185,78758,94427,9.3,0원,2022,12,CCCD
대중음악,455173,43017,33127,9890,3.9,3만원미만,2022,12,CCCD
대중음악,865786,32181,22963,9218,2.7,3만원이상~5만원미만,2022,12,CCCD
대중음악,1364141,38910,23251,15659,2.7,5만원이상~7만원미만,2022,12,CCCD
대중음악,4813562,95297,53916,41381,6.4,7만원이상~10만원미만,2022,12,CCCD
대중음악,57399561,771770,442640,329130,52.1,10만원이상~15만원미만,2022,12,CCCD
대중음악,31350497,296038,194828,101210,22.9,15만원이상,2022,12,CCCD
뮤지컬,0,376079,118942,257137,12.7,0원,2022,12,GGGA
뮤지컬,3473873,256164,190060,66104,20.2,3만원미만,2022,12,GGGA
뮤지컬,8726413,340938,224759,116179,23.9,3만원이상~5만원미만,2022,12,GGGA
뮤지컬,2985573,79853,51150,28703,5.5,5만원이상~7만원미만,2022,12,GGGA
뮤지컬,7202422,140855,87948,52907,9.4,7만원이상~10만원미만,2022,12,GGGA
뮤지컬,17763302,254262,146622,107640,15.6,10만원이상~15만원미만,2022,12,GGGA
뮤지컬,20603385,216884,119638,97246,12.7,15만원이상,2022,12,GGGA
연극,0,101147,41627,59520,12.3,0원,2022,12,AAAA
연극,2814387,250114,210633,39481,62.4,3만원미만,2022,12,AAAA
연극,2425234,95731,64821,30910,19.2,3만원이상~5만원미만,2022,12,AAAA
연극,738421,24884,12804,12080,3.8,5만원이상~7만원미만,2022,12,AAAA
연극,563343,12063,7427,4636,2.2,7만원이상~10만원미만,2022,12,AAAA
연극,7228,84,62,22,0.0,10만원이상~15만원미만,2022,12,AAAA
연극,0,0,0,0,0.0,15만원이상,2022,12,AAAA
대중음악,0,40565,18829,21736,9.1,0원,2023,1,CCCD
대중음악,179754,16698,15209,1489,7.4,3만원미만,2023,1,CCCD
대중음악,254439,9264,7112,2152,3.5,3만원이상~5만원미만,2023,1,CCCD
대중음악,492637,14229,7973,6256,3.9,5만원이상~7만원미만,2023,1,CCCD
대중음악,1642973,36421,17733,18688,8.6,7만원이상~10만원미만,2023,1,CCCD
대중음악,16160098,238124,127083,111041,61.6,10만원이상~15만원미만,2023,1,CCCD
대중음악,1923869,24916,12216,12700,5.9,15만원이상,2023,1,CCCD
뮤지컬,0,280206,84384,195822,12.6,0원,2023,1,GGGA
뮤지컬,1892112,126008,96639,29369,14.4,3만원미만,2023,1,GGGA
뮤지컬,7383057,273907,191702,82205,28.6,3만원이상~5만원미만,2023,1,GGGA
뮤지컬,2231166,62460,37865,24595,5.7,5만원이상~7만원미만,2023,1,GGGA
뮤지컬,4556829,98108,55341,42767,8.3,7만원이상~10만원미만,2023,1,GGGA
뮤지컬,14208572,214651,116289,98362,17.4,10만원이상~15만원미만,2023,1,GGGA
뮤지컬,14588716,171400,87798,83602,13.1,15만원이상,2023,1,GGGA
연극,0,69195,30522,38673,15.8,0원,2023,1,AAAA
연극,1974611,135850,117555,18295,60.7,3만원미만,2023,1,AAAA
연극,953434,36981,24989,11992,12.9,3만원이상~5만원미만,2023,1,AAAA
연극,686106,18597,11630,6967,6.0,5만원이상~7만원미만,2023,1,AAAA
연극,601929,12542,7778,4764,4.0,7만원이상~10만원미만,2023,1,AAAA
연극,147828,2450,1353,1097,0.7,10만원이상~15만원미만,2023,1,AAAA
연극,875,1,1,0,0.0,15만원이상,2023,1,AAAA
대중음악,0,41686,14600,27086,7.7,0원,2023,2,CCCD
대중음악,187437,18981,15115,3866,8.0,3만원미만,2023,2,CCCD
대중음악,268944,10809,7219,3590,3.8,3만원이상~5만원미만,2023,2,CCCD
대중음악,575745,16396,9400,6996,5.0,5만원이상~7만원미만,2023,2,CCCD
대중음악,2213593,43387,23887,19500,12.6,7만원이상~10만원미만,2023,2,CCCD
대중음악,13740182,183781,106628,77153,56.3,10만원이상~15만원미만,2023,2,CCCD
대중음악,2079419,19025,12652,6373,6.7,15만원이상,2023,2,CCCD
뮤지컬,0,235819,82011,153808,11.4,0원,2023,2,GGGA
뮤지컬,2616516,172245,134855,37390,18.7,3만원미만,2023,2,GGGA
뮤지컬,8998971,332339,232805,99534,32.4,3만원이상~5만원미만,2023,2,GGGA
뮤지컬,1889651,52632,31859,20773,4.4,5만원이상~7만원미만,2023,2,GGGA
뮤지컬,3789960,85654,45931,39723,6.4,7만원이상~10만원미만,2023,2,GGGA
뮤지컬,12902004,196081,104960,91121,14.6,10만원이상~15만원미만,2023,2,GGGA
뮤지컬,14229304,170517,87166,83351,12.1,15만원이상,2023,2,GGGA
연극,0,76558,26219,50339,12.0,0원,2023,2,AAAA
연극,2100744,144635,123310,21325,56.3,3만원미만,2023,2,AAAA
연극,1079641,42418,28264,14154,12.9,3만원이상~5만원미만,2023,2,AAAA
연극,687307,20650,11482,9168,5.2,5만원이상~7만원미만,2023,2,AAAA
연극,1541616,35558,18597,16961,8.5,7만원이상~10만원미만,2023,2,AAAA
연극,1222768,20895,11165,9730,5.1,10만원이상~15만원미만,2023,2,AAAA
연극,495,3,3,0,0.0,15만원이상,2023,2,AAAA
대중음악,0,26413,18164,8249,9.5,0원,2023,3,CCCD
대중음악,161865,14426,11073,3353,5.8,3만원미만,2023,3,CCCD
대중음악,246696,9715,6487,3228,3.4,3만원이상~5만원미만,2023,3,CCCD
대중음악,623468,17282,10281,7001,5.4,5만원이상~7만원미만,2023,3,CCCD
대중음악,2562646,49173,27990,21183,14.6,7만원이상~10만원미만,2023,3,CCCD
대중음악,8881906,123975,69013,54962,35.9,10만원이상~15만원미만,2023,3,CCCD
대중음악,8131994,67684,49163,18521,25.6,15만원이상,2023,3,CCCD
뮤지컬,0,113912,57337,56575,10.9,0원,2023,3,GGGA
뮤지컬,2154435,130241,102534,27707,19.5,3만원미만,2023,3,GGGA
뮤지컬,8067838,299086,203077,96009,38.5,3만원이상~5만원미만,2023,3,GGGA
뮤지컬,1712826,53756,29577,24179,5.6,5만원이상~7만원미만,2023,3,GGGA
뮤지컬,3074865,80563,37537,43026,7.1,7만원이상~10만원미만,2023,3,GGGA
뮤지컬,7149383,115781,56390,59391,10.7,10만원이상~15만원미만,2023,3,GGGA
뮤지컬,6718125,78998,40838,38160,7.7,15만원이상,2023,3,GGGA
연극,0,62029,28277,33752,14.7,0원,2023,3,AAAA
연극,1799897,126070,106285,19785,55.2,3만원미만,2023,3,AAAA
연극,818641,30813,21379,9434,11.1,3만원이상~5만원미만,2023,3,AAAA
연극,591387,15995,10037,5958,5.2,5만원이상~7만원미만,2023,3,AAAA
연극,1524776,36669,17969,18700,9.3,7만원이상~10만원미만,2023,3,AAAA
연극,943387,14669,8603,6066,4.5,10만원이상~15만원미만,2023,3,AAAA
연극,370,2,2,0,0.0,15만원이상,2023,3,AAAA
대중음악,0,62930,22103,40827,9.3,0원,2023,4,CCCD
대중음악,122475,11567,8854,2713,3.7,3만원미만,2023,4,CCCD
대중음악,446880,16747,11974,4773,5.0,3만원이상~5만원미만,2023,4,CCCD
대중음악,639114,17481,10568,6913,4.4,5만원이상~7만원미만,2023,4,CCCD
대중음악,4089873,72173,43026,29147,18.0,7만원이상~10만원미만,2023,4,CCCD
대중음악,10989673,156698,88646,68052,37.1,10만원이상~15만원미만,2023,4,CCCD
대중음악,8369712,93306,53819,39487,22.5,15만원이상,2023,4,CCCD
뮤지컬,0,187882,74277,113605,11.5,0원,2023,4,GGGA
뮤지컬,2344556,158304,120942,37362,18.8,3만원미만,2023,4,GGGA
뮤지컬,8724874,335598,222651,112947,34.5,3만원이상~5만원미만,2023,4,GGGA
뮤지컬,1971244,62797,33591,29206,5.2,5만원이상~7만원미만,2023,4,GGGA
뮤지컬,4228579,111964,51274,60690,8.0,7만원이상~10만원미만,2023,4,GGGA
뮤지컬,10210521,169323,81243,88080,12.6,10만원이상~15만원미만,2023,4,GGGA
뮤지컬,10180730,121606,60696,60910,9.4,15만원이상,2023,4,GGGA
연극,0,83330,47194,36136,20.2,0원,2023,4,AAAA
연극,1889025,141894,117475,24419,50.3,3만원미만,2023,4,AAAA
연극,1132386,46497,29676,16821,12.7,3만원이상~5만원미만,2023,4,AAAA
연극,952503,26855,16321,10534,7.0,5만원이상~7만원미만,2023,4,AAAA
연극,1778835,39770,21659,18111,9.3,7만원이상~10만원미만,2023,4,AAAA
연극,146115,2974,1353,1621,0.6,10만원이상~15만원미만,2023,4,AAAA
연극,750,4,4,0,0.0,15만원이상,2023,4,AAAA
대중음악,0,156601,85446,71155,19.9,0원,2023,5,CCCD
대중음악,470676,59417,33880,25537,7.9,3만원미만,2023,5,CCCD
대중음악,325784,12483,8795,3688,2.0,3만원이상~5만원미만,2023,5,CCCD
대중음악,1392211,28092,20990,7102,4.9,5만원이상~7만원미만,2023,5,CCCD
대중음악,2467295,48976,26742,22234,6.2,7만원이상~10만원미만,2023,5,CCCD
대중음악,20973584,278304,160733,117571,37.4,10만원이상~15만원미만,2023,5,CCCD
대중음악,16374840,157321,93690,63631,21.8,15만원이상,2023,5,CCCD
뮤지컬,0,241918,116326,125592,16.2,0원,2023,5,GGGA
뮤지컬,2594529,197545,148634,48911,20.7,3만원미만,2023,5,GGGA
뮤지컬,8235671,317065,208436,108629,29.0,3만원이상~5만원미만,2023,5,GGGA
뮤지컬,2525018,77541,43667,33874,6.1,5만원이상~7만원미만,2023,5,GGGA
뮤지컬,4883369,115931,58931,57000,8.2,7만원이상~10만원미만,2023,5,GGGA
뮤지컬,10105213,161453,82204,79249,11.4,10만원이상~15만원미만,2023,5,GGGA
뮤지컬,10146107,116121,60537,55584,8.4,15만원이상,2023,5,GGGA
연극,0,83591,37386,46205,15.9,0원,2023,5,AAAA
연극,2160741,162374,130420,31954,55.4,3만원미만,2023,5,AAAA
연극,1646863,61087,42363,18724,18.0,3만원이상~5만원미만,2023,5,AAAA
연극,1084960,29369,18383,10986,7.8,5만원이상~7만원미만,2023,5,AAAA
연극,508714,10650,6642,4008,2.8,7만원이상~10만원미만,2023,5,AAAA
연극,4905,105,47,58,0.0,10만원이상~15만원미만,2023,5,AAAA
연극,33152,41,19,22,0.0,15만원이상,2023,5,AAAA
대중음악,0,68148,30845,37303,5.9,0원,2023,6,CCCD
대중음악,229121,19178,14389,4789,2.7,3만원미만,2023,6,CCCD
대중음악,245546,9418,6906,2512,1.3,3만원이상~5만원미만,2023,6,CCCD
대중음악,1448795,32986,24173,8813,4.6,5만원이상~7만원미만,2023,6,CCCD
대중음악,6203373,99579,70250,29329,13.3,7만원이상~10만원미만,2023,6,CCCD
대중음악,20385499,224430,159947,64483,30.4,10만원이상~15만원미만,2023,6,CCCD
대중음악,35514422,349350,220335,129015,41.8,15만원이상,2023,6,CCCD
뮤지컬,0,193269,94260,99009,16.2,0원,2023,6,GGGA
뮤지컬,2052005,147323,116354,30969,20.0,3만원미만,2023,6,GGGA
뮤지컬,6402515,242166,162245,79921,27.9,3만원이상~5만원미만,2023,6,GGGA
뮤지컬,2806793,87003,48601,38402,8.3,5만원이상~7만원미만,2023,6,GGGA
뮤지컬,3483069,71868,41941,29927,7.2,7만원이상~10만원미만,2023,6,GGGA
뮤지컬,8733200,122239,70289,51950,12.1,10만원이상~15만원미만,2023,6,GGGA
뮤지컬,8042366,88863,48921,39942,8.4,15만원이상,2023,6,GGGA
연극,0,62944,31425,31519,15.8,0원,2023,6,AAAA
연극,1825456,138217,116215,22002,58.6,3만원미만,2023,6,AAAA
연극,967996,37308,25555,11753,12.9,3만원이상~5만원미만,2023,6,AAAA
연극,915577,27262,15160,12102,7.6,5만원이상~7만원미만,2023,6,AAAA
연극,810944,16558,9998,6560,5.0,7만원이상~10만원미만,2023,6,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2023,6,AAAA
연극,29723,5,5,0,0.0,15만원이상,2023,6,AAAA
대중음악,0,74569,20955,53614,4.3,0원,2023,7,CCCD
대중음악,216053,19808,14829,4979,3.1,3만원미만,2023,7,CCCD
대중음악,322162,11542,8318,3224,1.7,3만원이상~5만원미만,2023,7,CCCD
대중음악,761950,20337,13108,7229,2.7,5만원이상~7만원미만,2023,7,CCCD
대중음악,4298294,91508,48862,42646,10.1,7만원이상~10만원미만,2023,7,CCCD
대중음악,15344042,198129,119932,78197,24.8,10만원이상~15만원미만,2023,7,CCCD
대중음악,41451927,416033,258480,157553,53.3,15만원이상,2023,7,CCCD
뮤지컬,0,225913,111947,113966,15.9,0원,2023,7,GGGA
뮤지컬,2710361,196732,152383,44349,21.6,3만원미만,2023,7,GGGA
뮤지컬,8631335,331260,221689,109571,31.4,3만원이상~5만원미만,2023,7,GGGA
뮤지컬,3363715,96107,58150,37957,8.2,5만원이상~7만원미만,2023,7,GGGA
뮤지컬,3130990,68863,38089,30774,5.4,7만원이상~10만원미만,2023,7,GGGA
뮤지컬,9183941,137637,73404,64233,10.4,10만원이상~15만원미만,2023,7,GGGA
뮤지컬,8188585,100454,50154,50300,7.1,15만원이상,2023,7,GGGA
연극,0,65645,28808,36837,12.1,0원,2023,7,AAAA
연극,2468719,183820,155798,28022,65.4,3만원미만,2023,7,AAAA
연극,890942,34741,22611,12130,9.5,3만원이상~5만원미만,2023,7,AAAA
연극,1259024,41579,21029,20550,8.8,5만원이상~7만원미만,2023,7,AAAA
연극,772265,17448,10024,7424,4.2,7만원이상~10만원미만,2023,7,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2023,7,AAAA
연극,1400,1,1,0,0.0,15만원이상,2023,7,AAAA
대중음악,0,103454,36142,67312,6.9,0원,2023,8,CCCD
대중음악,308012,33249,24347,8902,4.7,3만원미만,2023,8,CCCD
대중음악,301931,12244,8179,4065,1.6,3만원이상~5만원미만,2023,8,CCCD
대중음악,667586,20473,11368,9105,2.2,5만원이상~7만원미만,2023,8,CCCD
대중음악,4134419,78277,47703,30574,9.2,7만원이상~10만원미만,2023,8,CCCD
대중음악,15117859,206062,121965,84097,23.4,10만원이상~15만원미만,2023,8,CCCD
대중음악,44247201,437750,271772,165978,52.1,15만원이상,2023,8,CCCD
뮤지컬,0,251444,117356,134088,15.6,0원,2023,8,GGGA
뮤지컬,2854152,196616,151341,45275,20.2,3만원미만,2023,8,GGGA
뮤지컬,8892637,337340,228431,108909,30.5,3만원이상~5만원미만,2023,8,GGGA
뮤지컬,3098765,91221,53572,37649,7.1,5만원이상~7만원미만,2023,8,GGGA
뮤지컬,3803726,96119,45198,50921,6.0,7만원이상~10만원미만,2023,8,GGGA
뮤지컬,9198916,134543,73951,60592,9.9,10만원이상~15만원미만,2023,8,GGGA
뮤지컬,13384157,154298,80326,73972,10.7,15만원이상,2023,8,GGGA
연극,0,78305,31113,47192,13.0,0원,2023,8,AAAA
연극,2407652,182436,151549,30887,63.4,3만원미만,2023,8,AAAA
연극,993829,37301,24891,12410,10.4,3만원이상~5만원미만,2023,8,AAAA
연극,1422702,45147,23879,21268,10.0,5만원이상~7만원미만,2023,8,AAAA
연극,596663,14578,7745,6833,3.2,7만원이상~10만원미만,2023,8,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2023,8,AAAA
연극,1300,3,3,0,0.0,15만원이상,2023,8,AAAA
대중음악,0,158488,113215,45273,23.4,0원,2023,9,CCCD
대중음악,390829,42043,32336,9707,6.7,3만원미만,2023,9,CCCD
대중음악,332539,14585,9013,5572,1.9,3만원이상~5만원미만,2023,9,CCCD
대중음악,1763636,45630,29776,15854,6.2,5만원이상~7만원미만,2023,9,CCCD
대중음악,8771439,158199,98162,60037,20.3,7만원이상~10만원미만,2023,9,CCCD
대중음악,16753307,231739,132699,99040,27.5,10만원이상~15만원미만,2023,9,CCCD
대중음악,11576342,109917,67753,42164,14.0,15만원이상,2023,9,CCCD
뮤지컬,0,157053,75311,81742,13.0,0원,2023,9,GGGA
뮤지컬,1774685,132766,101943,30823,17.5,3만원미만,2023,9,GGGA
뮤지컬,7350011,276328,186607,89721,32.1,3만원이상~5만원미만,2023,9,GGGA
뮤지컬,2478581,77625,42511,35114,7.3,5만원이상~7만원미만,2023,9,GGGA
뮤지컬,3449715,90392,41406,48986,7.1,7만원이상~10만원미만,2023,9,GGGA
뮤지컬,8253377,123260,65137,58123,11.2,10만원이상~15만원미만,2023,9,GGGA
뮤지컬,11523080,130858,68278,62580,11.8,15만원이상,2023,9,GGGA
연극,0,63538,29670,33868,15.7,0원,2023,9,AAAA
연극,1950156,138633,119063,19570,62.9,3만원미만,2023,9,AAAA
연극,949234,36484,24929,11555,13.2,3만원이상~5만원미만,2023,9,AAAA
연극,853316,25449,14451,10998,7.6,5만원이상~7만원미만,2023,9,AAAA
연극,100038,2221,1321,900,0.7,7만원이상~10만원미만,2023,9,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2023,9,AAAA
연극,0,0,0,0,0.0,15만원이상,2023,9,AAAA
대중음악,0,69445,44908,24537,9.1,0원,2023,10,CCCD
대중음악,801898,89482,55910,33572,11.4,3만원미만,2023,10,CCCD
대중음악,784996,34268,24143,10125,4.9,3만원이상~5만원미만,2023,10,CCCD
대중음악,491791,13920,8589,5331,1.7,5만원이상~7만원미만,2023,10,CCCD
대중음악,2720652,52489,29853,22636,6.1,7만원이상~10만원미만,2023,10,CCCD
대중음악,23633410,306415,186618,119797,37.9,10만원이상~15만원미만,2023,10,CCCD
대중음악,23243277,203661,142445,61216,28.9,15만원이상,2023,10,CCCD
뮤지컬,0,174862,78023,96839,12.9,0원,2023,10,GGGA
뮤지컬,1954165,157243,119756,37487,19.7,3만원미만,2023,10,GGGA
뮤지컬,7070217,279385,176718,102667,29.1,3만원이상~5만원미만,2023,10,GGGA
뮤지컬,2571706,81278,43743,37535,7.2,5만원이상~7만원미만,2023,10,GGGA
뮤지컬,3903222,88708,47076,41632,7.8,7만원이상~10만원미만,2023,10,GGGA
뮤지컬,7847678,109527,61782,47745,10.2,10만원이상~15만원미만,2023,10,GGGA
뮤지컬,13460405,152605,80097,72508,13.2,15만원이상,2023,10,GGGA
연극,0,87047,37515,49532,19.9,0원,2023,10,AAAA
연극,2014009,143372,121155,22217,64.3,3만원미만,2023,10,AAAA
연극,556996,23160,15531,7629,8.2,3만원이상~5만원미만,2023,10,AAAA
연극,367351,10809,6148,4661,3.3,5만원이상~7만원미만,2023,10,AAAA
연극,629407,11502,8152,3350,4.3,7만원이상~10만원미만,2023,10,AAAA
연극,100,1,1,0,0.0,10만원이상~15만원미만,2023,10,AAAA
연극,2420,2,2,0,0.0,15만원이상,2023,10,AAAA
